"line_code","env_code","DTA","DTS","PH","EH","grain_moisture","yield_bu_ac"
"LH195/LH185","DEH1_14",66.3724626405562,66.5780181937998,209.540279162543,102.961406698709,20.4778708391621,247.601176783292
"LH195/REDEAR-B","DEH1_14",67.4999999999994,69.9999999999999,264.061961114863,132.468276148049,20.4987937021189,199.736716858528
"LH198/CGR01","DEH1_14",60.9999999999994,60.9999999999999,231.561961114863,126.468276148049,17.7487937021189,184.318610358528
"LH74/PHG35","DEH1_14",62.9999999999994,63.9999999999999,200.561961114863,79.468276148049,17.5487937021189,186.505999608528
"LH74/PHM49","DEH1_14",62.9999999999995,64.9999999999999,206.061961114863,100.968276148049,17.9487937021189,136.535727043529
"LH74/PHN82","DEH1_14",60.9999999999994,61.9999999999999,230.061961114863,118.968276148049,19.0987937021189,190.469459908528
"LH74/TX205","DEH1_14",64.9999999999994,65.9999999999999,239.561961114863,121.968276148049,18.1987937021189,177.141673908528
"LH82/CG60","DEH1_14",55.4999999999994,54.9999999999999,214.061961114863,105.468276148049,17.6487937021189,173.001985508528
"LH82/CGR01","DEH1_14",60.9999999999994,62.9999999999999,222.061961114863,114.968276148049,18.9487937021189,202.601378358528
"LH82/LH198","DEH1_14",60.9999999999994,60.9999999999999,175.061961114863,85.468276148049,17.8487937021189,120.932736213528
"LOCALCHECK DE","DEH1_14",60.9999999999993,60.9999999999998,201.749999999943,102.250000000035,18.6750000000061,186.297379625015
"M0001/LH185","DEH1_14",62.4277605166196,64.0523157300787,198.54941563515,90.3634887297803,19.2975063606484,185.591438018179
"M0001/LH195","DEH1_14",67.3868535586244,68.6428245248544,228.739160139834,117.665201388446,18.6151075014911,173.366767022664
"M0003/LH185","DEH1_14",64.4277605166196,65.0523157300787,206.54941563515,83.3634887297803,19.9475063606484,151.862147268179
"M0007/LH195","DEH1_14",68.3868535586244,68.6428245248544,232.239160139834,114.665201388446,21.4151075014911,199.661883372664
"M0008/LH185","DEH1_14",63.8966577833059,63.4179520148721,210.780668668051,105.233704130881,16.3583144279397,188.740837266989
"M0010/LH195","DEH1_14",66.8868535586244,68.6428245248544,224.239160139834,107.665201388446,19.3151075014911,190.816570872664
"M0012/LH185","DEH1_14",62.4277605166196,63.0523157300787,220.54941563515,107.86348872978,18.4975063606484,158.827812918179
"M0015/LH195","DEH1_14",66.8868535586244,68.6428245248544,222.739160139834,109.665201388446,21.5651075014911,184.151782372664
"M0022/LH185","DEH1_14",64.4277605166196,65.0523157300787,227.54941563515,117.86348872978,19.5975063606484,186.435326968179
"M0027/LH185","DEH1_14",61.4277605166196,61.0523157300787,184.54941563515,84.3634887297803,19.1475063606484,153.297641968179
"M0028/LH185","DEH1_14",63.4277605166196,65.0523157300787,210.54941563515,101.86348872978,18.8975063606484,169.509431568179
"M0030/LH185","DEH1_14",63.4277605166196,65.0523157300787,204.04941563515,99.3634887297803,20.8475063606484,207.509626568179
